transaction_id,customer_id,amount,timestamp,merchant
20251229140216671194641,,-480110.0,29/12/2025 13:43,ONLINE_SHOP
20251229140216671495880,C72581,313.0,2025-12-29T00:55:11Z,TECH_MART
20251229140216671725340,C34046,419.77,2025-12-28T18:01:40Z,ONLINE_SHOP
20251229140216671967576,C89716,274.14,2025-12-28T18:28:15Z,GAS_STATION
20251229140216672208541,C63818,429.26,2025-12-29T05:50:22Z,???INVALID###
20251229140216672437542,C44999,277.42,2025-12-28T19:11:26Z,STORE_23
20251229140216672667415,C46656,361.06,2025-12-28T19:15:49Z,ONLINE_SHOP
20251229140216672889735,C99979,481.88,2025-12-28T18:17:50Z,ONLINE_SHOP
20251229140216673105810,C75857,73.34,2025-12-28T22:00:11Z,ONLINE_SHOP
20251229140216673319984,C14156,414.35,2025-12-29T09:30:54Z,STORE_23
20251229140216673526820,C89120,497.82,2025-12-28T16:22:53Z,COFFEE_HOUSE
20251229140216673731587,C72581,475.15,2025-12-29T00:29:23Z,GAS_STATION
20251229140216673951577,C46656,399.01,2025-12-29T12:39:09Z,???INVALID###
20251229140216674181228,C77193,218.1,2025-12-28T14:38:25Z,???INVALID###
20251229140216674399705,C89716,203.08,2025-12-28T19:42:22Z,???INVALID###
20251229140216674630472,C72581,116.62,2025-12-29T10:59:51Z,TECH_MART
20251229140216674850531,C47585,24.54,2025-12-29T02:07:02Z,GAS_STATION
20251229140216675032121,C57800,406.71,2025-12-28T21:36:02Z,COFFEE_HOUSE
20251229140216675240664,C72446,117.64,2025-12-29T07:44:09Z,STORE_23
20251229140216675445176,C14156,339.68,2025-12-29T09:04:53Z,COFFEE_HOUSE
20251229140216675663792,C27227,421.35,2025-12-29T04:45:09Z,GAS_STATION
20251229140216675893581,C31462,274.08,2025-12-28T17:20:08Z,???INVALID###
20251229140216676112105,C77193,112.44,2025-12-29T11:44:05Z,STORE_23
20251229140216676342802,C75857,363.66,2025-12-29T06:39:12Z,GAS_STATION
20251229140216676591745,C75857,220.27,2025-12-28T17:08:50Z,ONLINE_SHOP
20251229140216676842818,C72095,129.56,2025-12-28T19:05:09Z,TECH_MART
20251229140216677074927,C77667,157.39,2025-12-28T19:01:05Z,STORE_23
20251229140216677303658,C14156,455.1,2025-12-29T12:21:18Z,COFFEE_HOUSE
20251229140216677552551,C53509,275.69,2025-12-29T00:28:57Z,ONLINE_SHOP
20251229140216677797989,C89716,301.92,2025-12-29T08:35:19Z,???INVALID###
20251229140216678036744,,483.15,2025-12-28T21:54:41Z,GAS_STATION
20251229140216678376130,C71815,408.34,2025-12-29T03:52:03Z,???INVALID###
20251229140216678594279,C36402,62.47,2025-12-29T10:58:00Z,???INVALID###
20251229140216678817939,C47585,331.16,2025-12-28T19:54:49Z,STORE_23
20251229140216679059588,C65405,137.65,2025-12-29T09:04:08Z,ONLINE_SHOP
20251229140216679273921,C27995,195.76,2025-12-29T10:31:17Z,???INVALID###
20251229140216679502649,C46656,264.81,2025-12-29T03:15:30Z,GAS_STATION
20251229140216679755777,C27995,38.32,2025-12-29T10:47:10Z,STORE_23
20251229140216680015461,C22505,110.67,2025-12-28T17:45:43Z,COFFEE_HOUSE
20251229140216680268750,C47297,235.03,2025-12-28T19:40:09Z,STORE_23
20251229140216680517673,C48334,113.62,2025-12-29T10:01:38Z,???INVALID###
20251229140216680738591,C50673,55.0,2025-12-28T15:48:09Z,TECH_MART
20251229140216680970276,C46656,441.43,2025-12-29T06:35:01Z,GAS_STATION
20251229140216681201597,C86807,10.33,2025-12-29T04:43:15Z,COFFEE_HOUSE
20251229140216681429339,C65405,133.66,2025-12-28T22:39:58Z,STORE_23
20251229140216681652457,C75857,390.49,2025-12-28T23:36:55Z,COFFEE_HOUSE
20251229140216681862317,C50929,204.43,2025-12-29T09:32:27Z,???INVALID###
20251229140216682074234,C89716,16.9,2025-12-28T21:12:59Z,ONLINE_SHOP
20251229140216682281867,C82220,152.67,2025-12-28T19:13:19Z,GAS_STATION
20251229140216682509990,C65405,429.3,2025-12-29T11:07:07Z,COFFEE_HOUSE
20251229140216682509990,C75857,244.08,2025-12-28T20:24:34Z,COFFEE_HOUSE
20251229140216682982725,C53509,164.84,2025-12-29T10:24:15Z,TECH_MART
20251229140216683227439,C77667,314.35,2025-12-28T18:48:39Z,STORE_23
20251229140216683434882,C75857,147.68,2025-12-29T08:22:59Z,GAS_STATION
20251229140216683641570,C34046,142.94,2025-12-29T05:04:37Z,TECH_MART
20251229140216683896652,C13066,347.44,2025-12-28T17:44:15Z,???INVALID###
20251229140216684151332,C77061,98.99,2025-12-29T03:24:54Z,???INVALID###
20251229140216684377916,C33973,41.15,2025-12-28T18:53:19Z,???INVALID###
20251229140216684589383,C45293,477.75,2025-12-28T22:22:25Z,ONLINE_SHOP
20251229140216684799827,C48334,311.82,2025-12-28T22:17:35Z,ONLINE_SHOP
20251229140216685017483,,244.15,29/12/2025 07:56,GAS_STATION
20251229140216685244760,C27227,333.54,2025-12-29T10:42:36Z,GAS_STATION
20251229140216685497515,C45293,281.4,2025-12-29T03:48:30Z,???INVALID###
20251229140216685757572,C47297,491.82,2025-12-29T04:04:12Z,GAS_STATION
20251229140216686003776,C85092,261.28,2025-12-29T10:04:47Z,TECH_MART
