transaction_id,customer_id,amount,timestamp,merchant
20251229140216970072151,,-175610.0,29/12/2025 04:11,GAS_STATION
20251229140216970350174,C20883,302.69,2025-12-28T17:24:35Z,COFFEE_HOUSE
20251229140216970590652,C15755,369.67,2025-12-29T12:39:55Z,STORE_23
20251229140216970812646,C55788,425.06,2025-12-28T20:57:59Z,TECH_MART
20251229140216971048607,C14857,82.69,2025-12-29T12:45:43Z,STORE_23
20251229140216971287544,C54586,363.85,2025-12-29T00:11:21Z,TECH_MART
20251229140216971502191,C62415,474.98,2025-12-29T05:54:53Z,COFFEE_HOUSE
20251229140216971709301,C74157,305.44,2025-12-29T00:32:09Z,ONLINE_SHOP
20251229140216971914932,C93050,28.99,2025-12-29T03:54:27Z,???INVALID###
20251229140216972118580,C21483,484.18,2025-12-29T10:20:29Z,???INVALID###
20251229140216972322865,C95295,477.87,2025-12-29T11:44:13Z,???INVALID###
20251229140216972557963,C88030,241.14,2025-12-28T15:09:42Z,STORE_23
20251229140216972790678,C14656,480.85,2025-12-29T06:47:47Z,ONLINE_SHOP
20251229140216973011524,C67102,449.31,2025-12-28T20:20:26Z,ONLINE_SHOP
20251229140216973229141,C33586,427.03,2025-12-28T23:52:44Z,ONLINE_SHOP
20251229140216973456117,C25878,268.29,2025-12-29T00:59:08Z,GAS_STATION
20251229140216973682378,C65041,449.1,2025-12-28T20:22:03Z,STORE_23
20251229140216973918236,C62415,361.41,2025-12-29T03:34:12Z,GAS_STATION
20251229140216974158853,C93050,309.45,2025-12-29T11:33:33Z,TECH_MART
20251229140216974377977,C55788,291.78,2025-12-29T12:48:37Z,GAS_STATION
20251229140216974621671,C70511,288.27,2025-12-29T02:09:31Z,TECH_MART
20251229140216974874272,C12998,362.18,2025-12-29T08:49:58Z,ONLINE_SHOP
20251229140216975101555,C56152,437.17,2025-12-28T16:06:32Z,ONLINE_SHOP
20251229140216975329952,C55788,252.94,2025-12-28T22:12:05Z,ONLINE_SHOP
20251229140216975565900,C88030,24.68,2025-12-29T01:03:47Z,GAS_STATION
20251229140216975777419,C41816,71.78,2025-12-29T04:43:47Z,???INVALID###
20251229140216975999302,C56579,110.93,2025-12-28T15:23:34Z,???INVALID###
20251229140216976234512,C74157,117.76,2025-12-29T10:15:27Z,STORE_23
20251229140216976455932,C82939,311.4,2025-12-29T12:07:52Z,TECH_MART
20251229140216976697431,C93050,209.64,2025-12-29T01:06:14Z,ONLINE_SHOP
20251229140216976947102,,256.97,2025-12-28T14:53:02Z,???INVALID###
20251229140216977177246,C29997,391.2,2025-12-28T23:49:32Z,???INVALID###
20251229140216977412299,C82649,123.33,2025-12-29T00:02:02Z,TECH_MART
20251229140216977635770,C41816,173.97,2025-12-28T17:12:56Z,TECH_MART
20251229140216977855245,C81604,251.69,2025-12-28T14:09:53Z,???INVALID###
