transaction_id,customer_id,amount,timestamp,merchant
20251229140216870994347,,-234980.0,28/12/2025 18:57,ONLINE_SHOP
20251229140216871277162,C64805,208.89,2025-12-28T14:09:29Z,GAS_STATION
20251229140216871487262,C39050,335.79,2025-12-29T10:34:30Z,ONLINE_SHOP
20251229140216871693206,C43566,198.5,2025-12-28T23:53:40Z,ONLINE_SHOP
20251229140216871908671,C95595,256.55,2025-12-28T22:08:47Z,GAS_STATION
20251229140216872129264,C27331,326.73,2025-12-28T20:11:03Z,TECH_MART
20251229140216872371607,C60469,487.09,2025-12-28T20:36:59Z,TECH_MART
20251229140216872592655,C96913,358.9,2025-12-29T04:15:28Z,???INVALID###
20251229140216873108220,C82804,175.5,2025-12-28T19:59:23Z,???INVALID###
20251229140216873328235,C46932,449.71,2025-12-29T11:27:58Z,COFFEE_HOUSE
20251229140216873535350,C49340,33.76,2025-12-29T07:05:09Z,TECH_MART
20251229140216873741695,C52089,490.56,2025-12-28T19:51:53Z,TECH_MART
20251229140216873969595,C85183,303.05,2025-12-28T16:33:37Z,???INVALID###
20251229140216874210615,C24938,242.24,2025-12-28T18:00:29Z,GAS_STATION
20251229140216874423654,C48996,80.68,2025-12-29T00:12:35Z,???INVALID###
20251229140216874628525,C60469,289.39,2025-12-29T02:32:24Z,COFFEE_HOUSE
20251229140216874833112,C75514,131.41,2025-12-28T16:45:29Z,ONLINE_SHOP
20251229140216875031843,C73095,377.57,2025-12-29T09:38:12Z,ONLINE_SHOP
20251229140216875266428,C24938,191.63,2025-12-28T14:25:10Z,TECH_MART
20251229140216875506577,C59655,243.93,2025-12-29T01:21:41Z,TECH_MART
20251229140216875750433,C48996,261.36,2025-12-29T06:06:13Z,ONLINE_SHOP
20251229140216875962335,C84399,103.55,2025-12-29T12:49:12Z,COFFEE_HOUSE
20251229140216876167777,C39866,461.55,2025-12-28T15:47:21Z,GAS_STATION
20251229140216876372608,C46932,466.86,2025-12-29T10:27:08Z,GAS_STATION
20251229140216876576963,C90844,347.7,2025-12-29T07:59:46Z,STORE_23
20251229140216876802631,C17144,330.16,2025-12-29T03:44:43Z,GAS_STATION
20251229140216877050815,C97376,208.2,2025-12-29T08:05:47Z,ONLINE_SHOP
20251229140216877293717,C43566,79.26,2025-12-28T18:15:56Z,TECH_MART
20251229140216877524884,C75514,180.19,2025-12-29T03:40:26Z,COFFEE_HOUSE
20251229140216877731733,C90844,391.86,2025-12-29T13:24:11Z,COFFEE_HOUSE
20251229140216877949639,,347.43,2025-12-29T03:37:39Z,TECH_MART
20251229140216878165698,C72496,303.71,2025-12-28T22:21:55Z,COFFEE_HOUSE
20251229140216878384528,C17144,328.8,2025-12-29T10:05:55Z,TECH_MART
20251229140216878610653,C60469,411.09,2025-12-28T15:26:00Z,ONLINE_SHOP
20251229140216878845175,C75514,338.83,2025-12-29T04:55:23Z,COFFEE_HOUSE
20251229140216879073505,C17144,243.8,2025-12-28T15:02:39Z,COFFEE_HOUSE
20251229140216879283793,C19299,135.49,2025-12-29T02:11:13Z,ONLINE_SHOP
20251229140216879498355,C26721,467.86,2025-12-28T19:38:39Z,TECH_MART
20251229140216879727317,C43947,96.11,2025-12-29T09:34:03Z,GAS_STATION
20251229140216879945496,C48996,231.99,2025-12-29T03:58:16Z,???INVALID###
20251229140216880158105,C73095,417.26,2025-12-29T01:40:32Z,ONLINE_SHOP
20251229140216880368311,C69551,153.43,2025-12-29T12:01:10Z,???INVALID###
20251229140216880576944,C54258,479.97,2025-12-28T20:09:24Z,???INVALID###
20251229140216880782694,C17696,295.02,2025-12-28T21:42:18Z,COFFEE_HOUSE
20251229140216881027303,C68426,208.17,2025-12-28T22:47:06Z,GAS_STATION
20251229140216881267205,C74111,417.46,2025-12-29T08:33:32Z,COFFEE_HOUSE
20251229140216881488831,C62237,244.88,2025-12-29T08:52:08Z,ONLINE_SHOP
20251229140216881703950,C19299,161.82,2025-12-28T18:06:18Z,TECH_MART
20251229140216881931734,C54185,493.74,2025-12-28T23:40:32Z,COFFEE_HOUSE
20251229140216882174513,C27331,297.14,2025-12-28T22:50:24Z,STORE_23
20251229140216882174513,C59655,202.65,2025-12-28T15:51:32Z,ONLINE_SHOP
20251229140216882603690,C48996,322.73,2025-12-29T11:16:21Z,STORE_23
20251229140216882876709,C17144,82.82,2025-12-29T02:39:49Z,TECH_MART
20251229140216883106819,C97376,100.59,2025-12-29T12:59:41Z,TECH_MART
20251229140216883330919,C24507,461.67,2025-12-29T02:22:20Z,STORE_23
20251229140216883546126,C24938,331.29,2025-12-28T23:25:27Z,TECH_MART
20251229140216883762656,C27331,409.63,2025-12-29T11:15:23Z,???INVALID###
20251229140216883976809,C85183,383.65,2025-12-29T03:45:37Z,GAS_STATION
20251229140216884197591,C43566,242.24,2025-12-29T06:13:49Z,???INVALID###
20251229140216884418201,C90844,95.62,2025-12-29T09:38:28Z,ONLINE_SHOP
20251229140216884627428,,460.76,28/12/2025 22:49,COFFEE_HOUSE
20251229140216884841307,C43947,319.8,2025-12-29T07:11:51Z,STORE_23
20251229140216885068114,C90844,311.98,2025-12-29T11:15:04Z,???INVALID###
20251229140216885301407,C80031,224.46,2025-12-29T11:06:42Z,???INVALID###
20251229140216885528199,C59655,233.16,2025-12-28T14:40:41Z,TECH_MART
20251229140216885761629,C23076,22.2,2025-12-29T13:35:37Z,COFFEE_HOUSE
20251229140216885977297,C24938,478.86,2025-12-28T18:50:19Z,COFFEE_HOUSE
20251229140216886202475,C48996,182.74,2025-12-29T07:00:47Z,???INVALID###
20251229140216886449795,C84399,297.05,2025-12-29T11:03:35Z,COFFEE_HOUSE
20251229140216886700965,C36162,237.31,2025-12-28T14:53:29Z,COFFEE_HOUSE
20251229140216886925443,C68426,298.38,2025-12-29T03:30:24Z,???INVALID###
20251229140216887136939,C86068,386.82,2025-12-29T00:58:46Z,???INVALID###
20251229140216887373534,C75514,26.63,2025-12-28T19:16:29Z,???INVALID###
20251229140216887598625,C84399,183.52,2025-12-28T19:20:29Z,ONLINE_SHOP
20251229140216887825550,C43566,92.1,2025-12-28T19:18:11Z,ONLINE_SHOP
20251229140216888055840,C84249,-448.78,2025-12-29T08:57:05Z,TECH_MART
20251229140216888278385,C59655,76.65,2025-12-29T13:06:01Z,GAS_STATION
20251229140216888504831,C54258,196.08,2025-12-29T02:43:19Z,STORE_23
20251229140216888744530,C59655,372.52,2025-12-28T16:02:40Z,???INVALID###
20251229140216888989995,C39866,494.22,2025-12-28T14:27:52Z,COFFEE_HOUSE
